date,hour,france,italy,belgium,spain,uk,germany
2022/11/30,10:00 - 11:00,474.71,474.71,474.71,148.30,293.35,474.71
2022/11/30,11:00 - 12:00,482.52,482.52,482.52,148.30,337.00,482.52
2022/11/30,12:00 - 13:00,449.99,449.99,449.99,148.45,310.00,449.99
2022/11/30,13:00 - 14:00,450.47,450.47,450.47,148.45,321.20,450.47
2022/11/30,14:00 - 15:00,464.24,464.24,464.24,144.80,312.08,464.24
2022/11/30,15:00 - 16:00,458.76,458.76,458.76,148.30,332.60,458.76
2022/11/30,16:00 - 17:00,478.40,478.40,478.40,151.04,301.04,478.40
2022/11/30,17:00 - 18:00,503.55,503.55,503.55,175.00,322.00,503.55
2022/11/30,18:00 - 19:00,495.20,495.20,495.20,180.07,371.27,495.20
2022/11/30,19:00 - 20:00,465.14,465.14,465.14,185.83,339.00,465.14
2022/11/30,20:00 - 21:00,422.61,422.61,419.44,186.00,298.95,413.90
2022/11/30,21:00 - 22:00,344.00,344.00,344.11,186.00,302.28,344.20
2022/11/30,22:00 - 23:00,316.78,316.78,316.82,159.64,266.00,316.86
2022/11/30,23:00 - 00:00,309.36,309.36,280.01,131.47,242.80,277.18
2022/12/01,00:00 - 01:00,292.01,292.01,292.87,151.84,289.00,292.06
2022/12/01,01:00 - 02:00,290.79,290.79,291.15,132.22,280.09,291.43
2022/12/01,02:00 - 03:00,283.65,283.65,284.28,134.26,278.00,284.76
2022/12/01,03:00 - 04:00,273.30,273.30,274.07,134.26,266.00,274.80
2022/12/01,04:00 - 05:00,270.74,270.74,271.34,123.41,264.93,271.91
2022/12/01,05:00 - 06:00,283.31,283.44,283.22,131.01,275.00,283.49
2022/12/01,06:00 - 07:00,341.33,341.33,336.00,145.00,290.00,353.18
2022/12/01,07:00 - 08:00,440.50,440.50,432.34,152.42,333.41,450.84
2022/12/01,08:00 - 09:00,459.89,459.89,456.43,162.14,350.00,463.55
2022/12/01,09:00 - 10:00,457.65,457.65,456.10,161.00,360.03,462.15
2022/12/01,10:00 - 11:00,441.57,441.57,437.00,148.42,368.00,453.07
2022/12/01,11:00 - 12:00,437.93,437.93,436.12,148.00,360.03,446.43
2022/12/01,12:00 - 13:00,427.31,427.31,424.41,147.00,355.00,437.88
2022/12/01,13:00 - 14:00,437.37,437.37,425.38,153.38,353.40,446.54
2022/12/01,14:00 - 15:00,451.52,451.52,442.97,151.06,340.95,464.07
2022/12/01,15:00 - 16:00,457.71,460.61,456.23,151.84,349.00,463.10
2022/12/01,16:00 - 17:00,456.93,458.03,456.38,147.21,356.15,458.04
2022/12/01,17:00 - 18:00,484.07,484.07,484.07,161.44,374.50,484.07
2022/12/01,18:00 - 19:00,469.79,469.79,469.79,168.14,390.00,469.79
2022/12/01,19:00 - 20:00,457.89,457.89,457.89,172.32,360.03,457.89
2022/12/01,20:00 - 21:00,427.77,427.77,425.28,175.80,342.05,430.80
2022/12/01,21:00 - 22:00,379.49,379.49,364.00,164.34,331.68,379.49
2022/12/01,22:00 - 23:00,340.30,340.30,337.01,151.03,324.00,340.63
2022/12/01,23:00 - 00:00,321.00,321.00,315.96,134.26,302.82,304.55
2022/12/02,00:00 - 01:00,334.26,334.26,323.79,120.00,337.76,306.33
2022/12/02,01:00 - 02:00,324.08,324.08,312.92,115.20,317.18,294.19
2022/12/02,02:00 - 03:00,310.50,310.50,306.35,110.23,310.31,299.10
2022/12/02,03:00 - 04:00,298.53,298.53,298.81,110.00,304.00,298.97
2022/12/02,04:00 - 05:00,300.72,300.72,300.72,110.23,304.00,300.72
2022/12/02,05:00 - 06:00,317.62,318.81,310.57,115.98,312.00,313.82
2022/12/02,06:00 - 07:00,366.02,366.02,357.82,124.98,337.91,361.55
2022/12/02,07:00 - 08:00,434.72,434.72,424.66,139.51,358.42,413.60
2022/12/02,08:00 - 09:00,450.15,450.15,446.67,139.71,384.31,442.66
2022/12/02,09:00 - 10:00,460.70,460.70,447.92,121.00,392.03,433.19
2022/12/02,10:00 - 11:00,437.44,437.44,432.74,99.36,406.00,427.34
2022/12/02,11:00 - 12:00,431.90,431.90,421.36,91.79,409.93,409.66
2022/12/02,12:00 - 13:00,420.14,420.14,428.88,95.00,415.00,403.96
2022/12/02,13:00 - 14:00,395.15,395.15,388.87,115.98,407.00,384.30
2022/12/02,14:00 - 15:00,429.61,429.61,398.45,110.23,394.21,307.58
2022/12/02,15:00 - 16:00,440.67,440.67,364.85,99.60,393.72,288.00
2022/12/02,16:00 - 17:00,419.13,419.13,369.73,124.98,401.85,281.82
2022/12/02,17:00 - 18:00,406.23,406.23,421.72,153.38,429.00,379.14
2022/12/02,18:00 - 19:00,409.26,409.26,427.28,170.57,430.08,334.02
2022/12/02,19:00 - 20:00,403.80,403.80,372.00,170.57,400.00,340.04
2022/12/02,20:00 - 21:00,410.60,410.60,327.72,171.95,404.70,252.46
2022/12/02,21:00 - 22:00,347.96,354.68,345.54,161.71,366.80,333.53
2022/12/02,22:00 - 23:00,353.45,353.45,341.83,150.82,358.32,278.62
2022/12/02,23:00 - 00:00,334.00,334.00,319.35,140.11,332.44,256.24
2022/12/03,00:00 - 01:00,311.24,311.24,303.54,131.01,318.00,238.15
2022/12/03,01:00 - 02:00,277.92,293.70,276.70,115.00,310.97,235.60
2022/12/03,02:00 - 03:00,287.47,287.47,276.90,104.52,309.76,231.77
2022/12/03,03:00 - 04:00,253.54,279.00,247.31,103.48,287.99,223.94
2022/12/03,04:00 - 05:00,238.67,258.30,239.20,105.00,281.00,230.64
2022/12/03,05:00 - 06:00,251.81,270.00,251.06,105.00,279.44,245.00
2022/12/03,06:00 - 07:00,272.10,293.70,272.48,110.02,281.35,252.06
2022/12/03,07:00 - 08:00,315.39,315.39,294.62,119.10,295.00,253.05
2022/12/03,08:00 - 09:00,325.44,325.44,297.93,131.46,286.00,256.93
2022/12/03,09:00 - 10:00,349.95,349.95,304.56,131.01,320.46,281.67
2022/12/03,10:00 - 11:00,331.00,331.00,318.70,118.95,333.00,311.30
2022/12/03,11:00 - 12:00,330.07,330.07,323.68,106.89,335.88,316.09
2022/12/03,12:00 - 13:00,322.77,322.77,334.59,103.76,349.43,307.44
2022/12/03,13:00 - 14:00,316.06,316.06,326.34,110.00,354.00,302.50
2022/12/03,14:00 - 15:00,315.91,315.91,315.91,110.19,342.73,315.91
2022/12/03,15:00 - 16:00,315.91,315.91,315.91,110.19,340.55,315.91
2022/12/03,16:00 - 17:00,331.00,331.00,330.95,105.00,351.00,330.92
2022/12/03,17:00 - 18:00,358.73,358.73,358.73,119.10,388.63,358.73
2022/12/03,18:00 - 19:00,355.40,355.40,364.15,140.00,412.08,343.10
2022/12/03,19:00 - 20:00,331.00,331.00,323.84,144.81,377.00,311.74
2022/12/03,20:00 - 21:00,310.48,311.00,308.40,145.90,346.44,290.55
2022/12/03,21:00 - 22:00,289.90,301.00,289.90,143.01,321.32,289.90
2022/12/03,22:00 - 23:00,299.00,299.00,295.45,135.87,308.00,278.70
2022/12/03,23:00 - 00:00,297.10,297.10,304.97,131.25,299.40,244.49
2022/12/04,00:00 - 01:00,302.08,302.08,356.06,180.95,307.77,230.70
2022/12/04,01:00 - 02:00,293.86,293.86,349.93,175.00,300.00,219.92
2022/12/04,02:00 - 03:00,287.55,287.55,313.50,175.00,304.00,231.19
2022/12/04,03:00 - 04:00,257.00,257.00,293.76,170.95,278.35,208.81
2022/12/04,04:00 - 05:00,235.98,235.98,254.29,168.00,259.82,208.52
2022/12/04,05:00 - 06:00,230.51,230.51,242.24,168.00,253.00,213.08
2022/12/04,06:00 - 07:00,237.00,237.00,252.10,176.36,245.71,211.84
2022/12/04,07:00 - 08:00,289.00,289.00,269.65,176.51,254.84,218.86
2022/12/04,08:00 - 09:00,289.00,289.00,313.65,176.72,252.13,255.30
2022/12/04,09:00 - 10:00,300.00,300.00,295.48,184.01,265.00,288.83
2022/12/04,10:00 - 11:00,306.64,306.64,310.71,180.76,293.00,300.73
2022/12/04,11:00 - 12:00,318.31,318.05,327.82,176.51,293.00,306.57
2022/12/04,12:00 - 13:00,318.48,318.48,327.60,171.80,302.13,304.85
2022/12/04,13:00 - 14:00,306.33,306.33,310.25,175.00,309.75,301.53
2022/12/04,14:00 - 15:00,306.21,306.21,306.30,176.36,298.42,306.07
2022/12/04,15:00 - 16:00,308.24,308.24,308.24,176.36,295.00,308.24
2022/12/04,16:00 - 17:00,325.06,325.06,325.16,187.90,309.39,324.90
2022/12/04,17:00 - 18:00,370.10,370.10,385.77,210.28,330.00,347.42
2022/12/04,18:00 - 19:00,400.00,400.00,465.90,237.00,361.92,304.86
2022/12/04,19:00 - 20:00,392.40,392.40,368.12,256.00,333.89,302.00
2022/12/04,20:00 - 21:00,375.00,375.00,333.87,256.68,296.80,261.63
2022/12/04,21:00 - 22:00,313.23,313.23,300.00,222.04,275.00,279.20
2022/12/04,22:00 - 23:00,308.32,308.32,295.83,196.41,278.70,265.90
2022/12/04,23:00 - 00:00,302.30,302.30,313.00,180.76,269.21,243.17
2022/12/05,00:00 - 01:00,293.51,293.51,294.51,220.69,285.00,205.16
2022/12/05,01:00 - 02:00,295.01,295.01,275.53,175.40,262.00,195.89
2022/12/05,02:00 - 03:00,295.80,295.80,267.07,161.40,255.79,183.22
2022/12/05,03:00 - 04:00,268.60,268.60,249.94,159.98,255.37,181.68
2022/12/05,04:00 - 05:00,290.00,290.00,314.43,157.00,254.00,163.66
2022/12/05,05:00 - 06:00,290.90,290.90,273.90,159.97,251.73,250.61
2022/12/05,06:00 - 07:00,329.72,329.72,344.63,162.17,267.18,292.00
2022/12/05,07:00 - 08:00,392.96,375.06,413.61,220.06,315.00,368.99
2022/12/05,08:00 - 09:00,439.60,439.60,468.10,225.01,313.80,406.33
2022/12/05,09:00 - 10:00,426.18,410.19,436.90,226.14,330.29,400.49
2022/12/05,10:00 - 11:00,414.71,403.56,426.86,222.44,357.00,399.65
2022/12/05,11:00 - 12:00,433.50,433.50,443.08,221.61,373.04,421.93
2022/12/05,12:00 - 13:00,404.91,404.91,404.91,215.00,375.00,404.91
2022/12/05,13:00 - 14:00,392.96,392.96,392.96,217.60,375.00,392.96
2022/12/05,14:00 - 15:00,413.46,413.46,413.46,221.71,363.56,413.46
2022/12/05,15:00 - 16:00,429.91,429.91,429.91,214.90,350.00,429.91
2022/12/05,16:00 - 17:00,430.67,430.67,430.73,215.01,368.00,430.73
2022/12/05,17:00 - 18:00,444.98,444.98,444.98,221.61,389.00,444.98
2022/12/05,18:00 - 19:00,455.21,455.21,474.35,237.20,415.00,433.15
2022/12/05,19:00 - 20:00,452.19,440.50,473.87,240.95,385.00,427.92
2022/12/05,20:00 - 21:00,393.73,393.73,395.00,245.58,350.00,392.30
2022/12/05,21:00 - 22:00,333.11,333.11,333.11,241.37,326.51,333.11
2022/12/05,22:00 - 23:00,324.56,324.56,324.56,226.55,321.82,324.56
2022/12/05,23:00 - 00:00,310.62,310.62,303.46,213.74,309.91,292.62
2022/12/06,00:00 - 01:00,319.86,317.02,339.00,156.51,285.10,298.10
2022/12/06,01:00 - 02:00,318.59,311.84,322.44,153.12,284.30,277.91
2022/12/06,02:00 - 03:00,310.89,310.89,305.40,148.21,280.04,275.90
2022/12/06,03:00 - 04:00,300.95,300.95,303.35,148.21,275.45,277.69
2022/12/06,04:00 - 05:00,287.38,287.38,287.38,148.75,277.00,287.38
2022/12/06,05:00 - 06:00,309.23,309.23,309.23,153.22,283.00,309.23
2022/12/06,06:00 - 07:00,366.52,366.52,365.37,148.21,298.59,370.99
2022/12/06,07:00 - 08:00,465.15,464.52,454.93,131.30,322.89,454.93
2022/12/06,08:00 - 09:00,541.27,525.00,455.68,132.00,353.00,455.68
2022/12/06,09:00 - 10:00,520.62,500.00,472.66,142.11,370.65,459.95
2022/12/06,10:00 - 11:00,489.47,475.64,489.47,148.82,397.90,453.20
2022/12/06,11:00 - 12:00,497.15,460.17,492.98,148.32,396.83,460.17
2022/12/06,12:00 - 13:00,463.06,453.97,453.97,150.01,385.00,453.97
2022/12/06,13:00 - 14:00,448.75,446.10,446.10,154.27,386.30,446.10
2022/12/06,14:00 - 15:00,458.30,458.30,450.73,153.38,385.00,459.29
2022/12/06,15:00 - 16:00,482.44,482.44,453.84,148.21,385.00,453.84
2022/12/06,16:00 - 17:00,490.74,490.74,490.74,154.27,411.46,461.53
2022/12/06,17:00 - 18:00,479.40,479.40,479.40,148.21,443.66,479.40
2022/12/06,18:00 - 19:00,490.79,488.00,472.83,164.00,443.41,453.93
2022/12/06,19:00 - 20:00,486.29,458.30,461.97,182.75,424.84,418.26
2022/12/06,20:00 - 21:00,448.54,423.00,407.23,194.83,385.00,368.95
2022/12/06,21:00 - 22:00,349.66,349.66,340.01,182.75,352.09,319.00
2022/12/06,22:00 - 23:00,348.61,342.00,305.34,156.51,322.66,304.98
2022/12/06,23:00 - 00:00,369.00,330.00,327.43,134.70,297.08,274.28
2022/12/07,00:00 - 01:00,350.38,311.40,323.76,142.34,300.67,264.59
2022/12/07,01:00 - 02:00,352.98,305.28,315.45,136.23,295.00,235.72
2022/12/07,02:00 - 03:00,373.14,298.95,311.47,136.23,288.87,203.91
2022/12/07,03:00 - 04:00,328.64,296.82,281.50,134.99,279.44,199.96
2022/12/07,04:00 - 05:00,288.03,288.03,267.93,134.70,277.00,230.18
2022/12/07,05:00 - 06:00,338.88,306.19,304.03,135.60,277.90,259.40
2022/12/07,06:00 - 07:00,461.16,390.04,360.90,136.23,290.23,254.05
2022/12/07,07:00 - 08:00,472.37,447.35,418.00,139.17,300.00,345.01
2022/12/07,08:00 - 09:00,532.00,449.98,456.50,150.07,321.00,383.29
2022/12/07,09:00 - 10:00,498.57,434.96,539.51,156.85,394.00,345.70
2022/12/07,10:00 - 11:00,453.96,429.98,440.20,156.17,416.27,325.23
2022/12/07,11:00 - 12:00,439.18,398.18,472.00,145.69,411.37,305.01
2022/12/07,12:00 - 13:00,417.98,365.05,422.40,145.08,404.33,296.85
2022/12/07,13:00 - 14:00,397.74,359.30,428.90,142.34,405.18,323.15
2022/12/07,14:00 - 15:00,413.88,410.96,418.92,139.48,405.73,408.06
2022/12/07,15:00 - 16:00,436.74,436.74,436.74,137.63,406.00,436.74
2022/12/07,16:00 - 17:00,454.07,454.07,454.07,136.00,414.00,454.07
2022/12/07,17:00 - 18:00,545.05,495.72,577.84,143.00,476.56,419.26
2022/12/07,18:00 - 19:00,544.37,487.11,544.37,156.17,501.00,400.00
2022/12/07,19:00 - 20:00,567.80,468.21,486.30,156.17,452.75,388.38
2022/12/07,20:00 - 21:00,453.98,420.10,436.90,145.69,412.00,408.82
2022/12/07,21:00 - 22:00,395.40,345.74,377.00,136.23,364.88,327.15
2022/12/07,22:00 - 23:00,399.00,344.46,340.00,137.01,313.72,300.72
2022/12/07,23:00 - 00:00,394.55,326.34,344.87,136.23,311.78,280.56
2022/12/08,00:00 - 01:00,357.39,342.29,329.99,125.01,364.38,286.56
2022/12/08,01:00 - 02:00,331.11,331.11,311.60,109.00,350.53,280.78
2022/12/08,02:00 - 03:00,322.35,322.35,301.94,105.60,347.33,269.67
2022/12/08,03:00 - 04:00,304.66,304.66,291.19,104.79,340.00,269.91
2022/12/08,04:00 - 05:00,296.35,296.35,288.25,102.60,334.00,275.49
2022/12/08,05:00 - 06:00,304.80,304.80,302.90,102.50,326.97,299.79
2022/12/08,06:00 - 07:00,372.84,337.38,324.77,104.70,326.97,326.00
2022/12/08,07:00 - 08:00,478.03,354.92,418.20,110.00,350.53,400.09
2022/12/08,08:00 - 09:00,472.72,359.71,490.41,110.00,405.83,447.43
2022/12/08,09:00 - 10:00,482.10,359.49,472.10,118.47,439.00,454.09
2022/12/08,10:00 - 11:00,475.59,351.93,495.28,119.05,457.10,447.85
2022/12/08,11:00 - 12:00,463.53,353.01,478.13,119.05,448.00,446.22
2022/12/08,12:00 - 13:00,445.20,350.00,445.42,119.05,426.00,448.47
2022/12/08,13:00 - 14:00,445.06,347.95,444.61,120.07,430.00,448.26
2022/12/08,14:00 - 15:00,453.83,352.07,453.80,119.05,425.00,454.05
2022/12/08,15:00 - 16:00,456.99,373.19,456.99,110.71,424.38,456.99
2022/12/08,16:00 - 17:00,462.92,450.00,462.92,119.05,449.00,462.92
2022/12/08,17:00 - 18:00,498.21,487.00,498.21,135.93,545.00,498.21
2022/12/08,18:00 - 19:00,508.91,471.89,552.90,151.84,581.07,459.27
2022/12/08,19:00 - 20:00,504.34,465.36,550.31,165.00,531.82,454.02
2022/12/08,20:00 - 21:00,462.52,441.16,487.48,166.44,467.00,433.91
2022/12/08,21:00 - 22:00,386.54,368.49,387.00,152.00,408.15,353.13
2022/12/08,22:00 - 23:00,376.13,342.29,367.50,136.65,370.10,328.31
2022/12/08,23:00 - 00:00,354.55,354.29,328.85,110.71,335.06,299.24
2022/12/09,00:00 - 01:00,362.64,336.70,361.71,118.10,365.00,334.01
2022/12/09,01:00 - 02:00,334.86,329.84,325.60,115.17,362.62,306.42
2022/12/09,02:00 - 03:00,318.48,318.48,312.89,112.00,344.31,302.38
2022/12/09,03:00 - 04:00,314.69,310.64,309.42,110.00,337.99,298.49
2022/12/09,04:00 - 05:00,309.28,309.28,309.28,113.00,331.38,304.04
2022/12/09,05:00 - 06:00,321.19,321.19,321.19,117.00,341.64,317.66
2022/12/09,06:00 - 07:00,377.71,363.43,379.99,120.40,348.99,358.77
2022/12/09,07:00 - 08:00,463.66,456.95,460.61,166.84,370.54,455.38
2022/12/09,08:00 - 09:00,548.86,477.25,538.97,169.84,418.10,474.29
2022/12/09,09:00 - 10:00,521.72,484.10,515.56,164.00,470.80,474.70
2022/12/09,10:00 - 11:00,520.67,484.10,509.10,156.00,500.00,471.33
2022/12/09,11:00 - 12:00,524.42,488.05,509.77,155.30,476.04,484.16
2022/12/09,12:00 - 13:00,481.10,481.10,481.10,145.00,465.00,481.10
2022/12/09,13:00 - 14:00,470.00,470.00,470.00,148.87,465.00,470.00
2022/12/09,14:00 - 15:00,476.44,476.44,476.44,154.00,453.00,476.44
2022/12/09,15:00 - 16:00,507.56,474.90,507.56,158.50,445.00,473.91
2022/12/09,16:00 - 17:00,557.98,492.00,544.48,159.00,455.00,474.88
2022/12/09,17:00 - 18:00,507.91,507.91,507.91,164.00,474.00,507.91
2022/12/09,18:00 - 19:00,524.07,511.00,506.41,167.42,545.12,477.37
2022/12/09,19:00 - 20:00,561.90,520.00,520.60,170.42,501.53,451.51
2022/12/09,20:00 - 21:00,502.07,443.39,479.01,166.84,457.88,440.00
2022/12/09,21:00 - 22:00,419.20,373.21,406.04,159.00,405.73,376.00
2022/12/09,22:00 - 23:00,448.37,369.00,403.91,135.00,383.65,338.04
2022/12/09,23:00 - 00:00,381.55,348.84,356.69,119.62,353.90,316.22
2022/12/10,00:00 - 01:00,336.74,336.74,328.80,115.30,340.56,312.48
2022/12/10,01:00 - 02:00,338.87,338.87,328.18,111.90,330.00,306.00
2022/12/10,02:00 - 03:00,331.36,331.36,316.41,100.17,324.00,290.79
2022/12/10,03:00 - 04:00,309.10,309.10,302.07,86.00,314.06,287.26
2022/12/10,04:00 - 05:00,293.35,293.35,290.54,82.00,309.29,284.90
2022/12/10,05:00 - 06:00,304.99,304.99,297.92,82.62,309.29,287.15
2022/12/10,06:00 - 07:00,309.36,309.36,303.70,100.10,317.00,295.35
2022/12/10,07:00 - 08:00,336.37,336.37,327.37,110.00,320.12,313.58
2022/12/10,08:00 - 09:00,350.00,350.00,348.44,114.70,337.79,346.14
2022/12/10,09:00 - 10:00,396.61,396.61,396.61,118.47,358.62,396.61
2022/12/10,10:00 - 11:00,419.33,419.33,419.33,116.30,376.62,419.33
2022/12/10,11:00 - 12:00,412.38,412.38,412.38,116.30,384.00,412.38
2022/12/10,12:00 - 13:00,398.10,398.10,398.10,114.70,378.66,398.10
2022/12/10,13:00 - 14:00,375.90,375.90,375.90,114.33,377.63,375.90
2022/12/10,14:00 - 15:00,377.07,377.07,377.07,113.00,376.93,377.07
2022/12/10,15:00 - 16:00,393.50,393.50,393.50,112.80,383.00,393.50
2022/12/10,16:00 - 17:00,420.59,420.59,420.59,113.30,396.55,420.59
2022/12/10,17:00 - 18:00,449.92,449.92,449.92,130.07,415.00,449.92
2022/12/10,18:00 - 19:00,442.70,442.70,442.70,156.94,467.97,442.70
2022/12/10,19:00 - 20:00,451.10,451.10,439.44,176.50,435.00,420.72
2022/12/10,20:00 - 21:00,379.66,379.66,372.51,187.00,391.00,361.15
2022/12/10,21:00 - 22:00,348.25,348.25,338.80,185.38,355.00,323.88
2022/12/10,22:00 - 23:00,354.68,354.68,336.12,179.92,347.92,307.65
2022/12/10,23:00 - 00:00,354.92,342.06,328.76,162.65,327.83,288.27
2022/12/11,00:00 - 01:00,310.47,310.47,307.81,172.91,342.92,300.65
2022/12/11,01:00 - 02:00,304.83,298.90,303.77,142.32,346.53,292.80
2022/12/11,02:00 - 03:00,298.70,291.07,297.66,118.47,341.58,288.08
2022/12/11,03:00 - 04:00,284.08,284.08,281.47,114.60,322.88,272.52
2022/12/11,04:00 - 05:00,279.90,279.90,277.32,114.60,317.23,268.42
2022/12/11,05:00 - 06:00,277.66,277.66,275.34,116.00,314.02,269.24
2022/12/11,06:00 - 07:00,286.55,286.55,283.66,119.05,320.00,280.98
2022/12/11,07:00 - 08:00,303.65,303.65,293.80,119.62,327.02,279.73
2022/12/11,08:00 - 09:00,305.55,305.55,300.16,135.00,315.67,293.09
2022/12/11,09:00 - 10:00,322.05,322.05,321.03,155.00,324.17,320.09
2022/12/11,10:00 - 11:00,334.17,329.66,340.01,156.47,333.57,326.55
2022/12/11,11:00 - 12:00,344.14,332.06,344.84,153.87,357.97,345.19
2022/12/11,12:00 - 13:00,348.45,335.35,348.45,143.00,370.28,347.71
2022/12/11,13:00 - 14:00,324.74,324.74,324.74,148.17,387.94,324.74
2022/12/11,14:00 - 15:00,328.21,326.86,328.26,152.02,389.83,328.31
2022/12/11,15:00 - 16:00,336.51,336.51,336.51,141.02,390.00,336.51
2022/12/11,16:00 - 17:00,361.60,361.60,361.60,148.17,394.70,361.60
2022/12/11,17:00 - 18:00,413.94,413.94,413.94,156.97,460.00,413.94
2022/12/11,18:00 - 19:00,435.64,430.89,433.50,173.92,540.00,430.05
2022/12/11,19:00 - 20:00,415.95,413.42,417.67,176.80,467.47,412.74
2022/12/11,20:00 - 21:00,387.12,384.68,390.00,181.07,411.19,383.98
2022/12/11,21:00 - 22:00,335.35,335.35,335.35,175.48,377.00,335.35
2022/12/11,22:00 - 23:00,336.90,326.86,331.89,160.02,361.00,323.85
2022/12/11,23:00 - 00:00,316.80,315.84,312.99,140.24,341.88,306.25
2022/12/12,00:00 - 01:00,318.45,303.69,302.73,116.30,335.29,280.18
2022/12/12,01:00 - 02:00,305.83,305.83,294.40,96.20,345.00,277.68
2022/12/12,02:00 - 03:00,308.93,303.18,294.64,96.98,343.90,274.31
2022/12/12,03:00 - 04:00,297.12,297.12,285.85,94.90,332.86,269.79
2022/12/12,04:00 - 05:00,303.49,303.49,288.83,92.20,326.00,267.92
2022/12/12,05:00 - 06:00,319.38,319.38,304.31,94.90,322.88,283.71
2022/12/12,06:00 - 07:00,392.24,388.18,384.20,113.33,337.00,392.24
2022/12/12,07:00 - 08:00,505.00,458.70,505.00,134.00,356.76,505.00
2022/12/12,08:00 - 09:00,658.60,529.93,658.60,147.34,396.91,545.22
2022/12/12,09:00 - 10:00,753.00,513.99,653.89,148.92,403.72,513.99
2022/12/12,10:00 - 11:00,510.16,504.94,510.16,135.00,407.50,505.47
2022/12/12,11:00 - 12:00,497.62,494.91,498.30,119.62,430.62,497.62
2022/12/12,12:00 - 13:00,494.79,450.38,500.00,115.00,465.00,489.95
2022/12/12,13:00 - 14:00,510.52,460.60,532.65,96.99,472.46,482.80
2022/12/12,14:00 - 15:00,514.37,500.00,519.02,95.60,436.32,506.04
2022/12/12,15:00 - 16:00,535.78,535.73,535.83,94.90,430.00,535.73
2022/12/12,16:00 - 17:00,558.04,558.04,558.54,100.00,418.53,558.54
2022/12/12,17:00 - 18:00,603.29,588.09,603.29,116.30,473.09,588.09
2022/12/12,18:00 - 19:00,620.33,545.80,650.94,126.72,523.97,558.66
2022/12/12,19:00 - 20:00,549.60,514.97,570.35,135.07,469.00,508.04
2022/12/12,20:00 - 21:00,491.82,477.55,491.82,141.00,396.12,490.00
2022/12/12,21:00 - 22:00,408.90,408.90,408.90,130.02,372.13,408.90
2022/12/12,22:00 - 23:00,369.62,354.00,369.62,117.32,343.02,361.32
2022/12/12,23:00 - 00:00,344.87,344.87,344.87,89.60,335.33,313.20
2022/12/13,00:00 - 01:00,313.13,313.13,311.70,4.11,335.35,306.14
2022/12/13,01:00 - 02:00,308.26,308.26,299.66,4.11,334.15,288.11
2022/12/13,02:00 - 03:00,295.35,295.35,288.53,4.11,324.01,285.28
2022/12/13,03:00 - 04:00,284.66,284.66,279.00,4.11,312.74,276.98
2022/12/13,04:00 - 05:00,287.42,287.42,284.16,4.11,305.00,282.30
2022/12/13,05:00 - 06:00,316.07,316.07,316.07,4.11,307.47,316.07
2022/12/13,06:00 - 07:00,368.90,368.90,368.90,75.83,335.00,368.90
2022/12/13,07:00 - 08:00,499.70,499.70,499.70,96.20,356.00,499.70
2022/12/13,08:00 - 09:00,571.76,571.76,571.76,131.01,429.00,571.76
2022/12/13,09:00 - 10:00,553.29,553.29,553.29,139.92,424.46,553.29
2022/12/13,10:00 - 11:00,550.10,550.10,550.10,139.50,429.50,518.08
2022/12/13,11:00 - 12:00,552.55,552.55,553.00,135.05,429.00,505.16
2022/12/13,12:00 - 13:00,501.52,501.52,502.49,140.00,417.45,482.78
2022/12/13,13:00 - 14:00,506.03,506.03,506.03,142.00,407.57,506.03
2022/12/13,14:00 - 15:00,552.71,552.71,552.71,140.13,405.00,552.71
2022/12/13,15:00 - 16:00,570.25,570.25,570.25,147.00,402.00,570.25
2022/12/13,16:00 - 17:00,590.00,590.00,590.00,146.08,382.56,590.00
2022/12/13,17:00 - 18:00,665.01,605.70,665.01,139.92,415.00,665.01
2022/12/13,18:00 - 19:00,628.82,602.98,657.28,140.03,455.00,595.94
2022/12/13,19:00 - 20:00,541.99,526.38,555.20,142.00,407.57,522.58
2022/12/13,20:00 - 21:00,499.74,461.60,540.90,146.08,371.11,452.47
2022/12/13,21:00 - 22:00,413.00,372.00,455.99,134.45,356.65,353.79
2022/12/13,22:00 - 23:00,371.78,337.97,394.00,99.00,327.92,321.03
2022/12/13,23:00 - 00:00,381.00,330.07,345.80,85.60,324.39,283.08
2022/12/14,00:00 - 01:00,346.85,338.37,325.00,5.00,313.59,274.82
2022/12/14,01:00 - 02:00,321.00,321.00,299.95,4.11,290.81,270.47
2022/12/14,02:00 - 03:00,324.94,306.54,301.08,4.11,293.82,268.69
2022/12/14,03:00 - 04:00,289.36,289.36,285.25,1.80,283.00,278.20
2022/12/14,04:00 - 05:00,292.79,292.79,287.47,4.11,280.00,280.21
2022/12/14,05:00 - 06:00,312.14,312.14,313.00,4.11,281.71,311.11
2022/12/14,06:00 - 07:00,368.82,368.82,368.82,4.11,299.41,368.82
2022/12/14,07:00 - 08:00,494.97,494.97,494.97,68.90,342.99,494.97
2022/12/14,08:00 - 09:00,539.99,539.99,539.99,81.20,365.00,539.99
2022/12/14,09:00 - 10:00,569.72,569.72,569.72,90.00,386.65,569.72
2022/12/14,10:00 - 11:00,565.18,565.18,565.18,85.10,400.00,565.18
2022/12/14,11:00 - 12:00,568.01,568.01,568.01,87.00,399.00,568.01
2022/12/14,12:00 - 13:00,511.08,511.08,503.85,87.00,369.88,526.07
2022/12/14,13:00 - 14:00,501.34,501.34,494.70,87.70,380.00,515.48
